address,city,county,state,zip,rent,bedrooms,bath_full,bath_partial,garage,description
29 Cherry St #7073,Des Moines,Polk,IA,50315,,1,2,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
810 N La Brea Ave,King of Prussia,Montgomery,PA,19406,,1,2,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
987 Main St,Raleigh,Wake,NC,27601,,1,2,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
36 Enterprise St Se,Richland,Benton,WA,99352,,1,2,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
8429 Miller Rd,Pelham,Westchester,NY,10803,,1,2,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
5 W 7th St,Parkville,Baltimore,MD,21234,,1,2,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2 Flynn Rd,Hicksville,Nassau,NY,11801,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2094 Ne 36th Ave,Worcester,Worcester,MA,1603,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
649 Tulane Ave,Tulsa,Tulsa,OK,74105,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2094 Montour Blvd,Muskegon,Muskegon,MI,49442,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
393 Hammond Dr,Lafayette,Lafayette,LA,70506,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
8590 Lake Lizzie Dr,Bowling Green,Wood,OH,43402,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
87895 Concord Rd,La Mesa,San Diego,CA,91942,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
46314 Route 130,Bridgeport,Fairfield,CT,6610,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
4 Cowesett Ave,Kearny,Hudson,NJ,7032,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
95 Main Ave #2,Barberton,Summit,OH,44203,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
28 S 7th St #2824,Englewood,Bergen,NJ,7631,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
79 S Howell Ave,Grand Rapids,Kent,MI,49546,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
36 Lancaster Dr Se,Pearl,Rankin,MS,39208,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2759 Livingston Ave,Memphis,Shelby,TN,38118,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
17 Jersey Ave,Englewood,Arapahoe,CO,80110,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2 W Grand Ave,Memphis,Shelby,TN,38112,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
18 Coronado Ave #563,Pasadena,Los Angeles,CA,91106,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
72 Beechwood Ter,Chicago,Cook,IL,60657,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
92 Broadway,Astoria,Queens,NY,11103,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
39 Franklin Ave,Richland,Benton,WA,99352,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
4 Iwaena St,Baltimore,Baltimore City,MD,21202,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
32820 Corkwood Rd,Newark,Essex,NJ,7104,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
34 Raritan Center Pky,Bellflower,Los Angeles,CA,90706,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
6201 S Nevada Ave,Toms River,Ocean,NJ,8755,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
78 Maryland Dr #146,Denville,Morris,NJ,7834,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
76598 Rd  I 95 #1,Denver,Denver,CO,80216,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
1610 14th St Nw,Newport News,Newport News City,VA,23608,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
86350 Roszel Rd,Phoenix,Maricopa,AZ,85012,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
1644 Clove Rd,Miami,Miami-Dade,FL,33155,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
9 W Central Ave,Phoenix,Maricopa,AZ,85013,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
27846 Lafayette Ave,Oak Hill,Volusia,FL,32759,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
10276 Brooks St,San Francisco,San Francisco,CA,94105,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
1 Century Park E,San Diego,San Diego,CA,92110,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
9 State Highway 57 #22,Jersey City,Hudson,NJ,7306,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
4 S Washington Ave,San Bernardino,San Bernardino,CA,92410,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
25 Se 176th Pl,Cambridge,Middlesex,MA,2138,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
105 Richmond Valley Rd,Escondido,San Diego,CA,92025,,1,1,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
22 Spruce St #595,Gardena,Los Angeles,CA,90248,,4,2,1,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2 W Beverly Blvd,Harrisburg,Dauphin,PA,17110,,4,2,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
72 Southern Blvd,Mesa,Maricopa,AZ,85204,,4,2,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
1 Washington St,Lake Worth,Palm Beach,FL,33461,,4,2,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
90177 N 55th Ave,Nashville,Davidson,TN,37211,,4,2,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
9 Tower Ave,Burlington,Boone,KY,41005,,4,2,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
278 Bayview Ave,Milan,Monroe,MI,48160,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
80312 W 32nd St,Conroe,Montgomery,TX,77301,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
82 Us Highway 46,Clifton,Passaic,NJ,7011,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
4 Stovall St #72,Union City,Hudson,NJ,7087,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
19 Amboy Ave,Miami,Miami-Dade,FL,33142,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
63 Smith Ln #8343,Moss,Clay,TN,38575,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
11360 S Halsted St,Santa Ana,Orange,CA,92705,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
26849 Jefferson Hwy,Rolling Meadows,Cook,IL,60008,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2500 Pringle Rd Se #508,Hatfield,Montgomery,PA,19440,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
65 Mountain View Dr,Whippany,Morris,NJ,7981,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
1 N San Saba,Erie,Erie,PA,16501,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
51120 State Route 18,Salt Lake City,Salt Lake,UT,84115,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
1482 College Ave,Fayetteville,Cumberland,NC,28301,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
4119 Metropolitan Dr,Los Angeles,Los Angeles,CA,90021,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2167 Sierra Rd,East Lansing,Ingham,MI,48823,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
6 Sunrise Ave,Utica,Oneida,NY,13501,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
55713 Lake City Hwy,South Bend,St Joseph,IN,46601,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
75698 N Fiesta Blvd,Orlando,Orange,FL,32806,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
88 Sw 28th Ter,Harrison,Hudson,NJ,7029,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
7 Flowers Rd #403,Trenton,Mercer,NJ,8611,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
4 Nw 12th St #3849,Madison,Dane,WI,53717,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2 A Kelley Dr,Katonah,Westchester,NY,10536,,4,3,1,1,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
